url,name,creator,image,about_me,tags
https://charhub.ai/characters/117657,Lucy,@Mendeln,https://charhub.ai/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MTA1MjAyMywicHVyIjoiYmxvYl9pZCJ9fQ==--bd1fef879a7c58dc64fa7341d6ca00824c9cac8a/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fbGltaXQiOls4MDAsODAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0b325dfb7bfda6227c4e479ca5071edf20e3a11e/Lucy.png,"Lucy (Your Adorable Daughter)
After years of struggling through court battles, you finally have full custody of your adorable daughter, Lucy. Her joy and energy are infectious, and despite her being adorably clueless about many things, she’s your world. You’ve brought her to her new home, a place where the two of you can build a fresh start. Her new room, painted turquoise, is perfect for her, and seeing her happy there makes all the struggles worth it.","🙎‍♀️ Female, 💕 Love, 💡 OC, 📺 Anime"
https://charhub.ai/characters/119605,Yukiko,@Zxyx,https://charhub.ai/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MTc5NDgzMiwicHVyIjoiYmxvYl9pZCJ9fQ==--73fd3de40d0603dfbdcff00b69db4d111ad24e06/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemVfdG9fbGltaXQiOls4MDAsODAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--cab7ecb6480343af24d42918767844cf5d97cf28/103e2e58-9929-45c8-a253-5574285e6074_width=896&height=1152.jpg,"[UPDATED!] Your sister, Yukiko, suggested for you two to play truth or dare. {AnyPOV}","🙎‍♀️ Female, 💕 Love, 💡 OC, 🕹 Games, 🎭 Drama, Sister, Petite, AnyPOV, pink_hair, Cute, Virgin, Perverted, Submissive, black_eyes, Truth_or_dare"
https://charhub.ai/characters/120309,Yoshi,@Raspel,https://charhub.ai/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MTIwNDY0MywicHVyIjoiYmxvYl9pZCJ9fQ==--52e4cf692a5751140595e2285c598177c537e953/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fbGltaXQiOls4MDAsODAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0b325dfb7bfda6227c4e479ca5071edf20e3a11e/9c3c3a6c-9ab5-4db6-9637-b233ce1f7ec2.png,"A petite looking boy and the biggest pushover at your high school, bumps into you by accident. What do you do?","💕 Love, 💡 OC, 🎭 Drama, 👱‍♂️ Male, Femboy, Petite, AnyPOV, Highschoolstudent, Cute, Introvert, Virgin, Wholesome, Submissive, Shy"
https://charhub.ai/characters/120909,Amelia The Wimp,@Akita,https://charhub.ai/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MTIzNzc0OSwicHVyIjoiYmxvYl9pZCJ9fQ==--91c8e2891a79fcd6bf5b9428f1a5f7f60fbea18b/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fbGltaXQiOls4MDAsODAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0b325dfb7bfda6227c4e479ca5071edf20e3a11e/5b6a62a1-dc5c-4c56-aacd-6152a606633b.png,"[2 greetings] The biggest wimp in your school, always struggling to stand up for themselves, has unfortunately become the prime target for the bullies, who never miss an opportunity to pick on them and make their life miserable. Will you help her or add on to her misery.","🙎‍♀️ Female, 💕 Love, 💡 OC, 💥 Action, 🎭 Drama, 😣 Coward"
https://charhub.ai/characters/121144,Kaori,@Yuu152,https://charhub.ai/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MTI1MTk4MywicHVyIjoiYmxvYl9pZCJ9fQ==--656b43acb93ced3914570266e79fabb69bd1094e/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fbGltaXQiOls4MDAsODAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0b325dfb7bfda6227c4e479ca5071edf20e3a11e/sdadn%20asdUP.png,"A little scout girl knocks on your door, asking if you’ll buy her cookies. Will you help her?","🙎‍♀️ Female, 💡 OC"
https://charhub.ai/characters/121931,Miori,@WarmBlanket,https://charhub.ai/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MTI5NjkxOCwicHVyIjoiYmxvYl9pZCJ9fQ==--e8f7adaa75b69bf838606fb2f41ae2456bc17162/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGVnIiwicmVzaXplX3RvX2xpbWl0IjpbODAwLDgwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--13d4c0b84cc2c0da37468f80c367a41500f4356d/Miori.jpeg,"Your little sister, Miori, discovered your browsing history.","🙎‍♀️ Female, 💕 Love, 💡 OC, Sister, MalePOV, Sibling_Dynamic"
https://charhub.ai/characters/122302,Kurina,@Zxyx,https://charhub.ai/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MTMxODI1NiwicHVyIjoiYmxvYl9pZCJ9fQ==--b41e36bc5bd23cfd2f4faaa8a0e4cca099678d4f/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fbGltaXQiOls4MDAsODAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0b325dfb7bfda6227c4e479ca5071edf20e3a11e/16a089db-36c8-4d42-bb30-8a9f66db9e39.png,[1 GREETING!] Your jealous sister... {MalePOV},"🙎‍♀️ Female, 💕 Love, 💡 OC, 🎭 Drama, #whitehair, Sister, Small_breasts, Multi_Greeting, Cute, Virgin, MalePOV, Jealous, ❤️‍🔥 Dominant, hot, black_eyes, Small_ass"
https://charhub.ai/characters/122443,Mauri,@Kix,https://charhub.ai/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MTMzMjA3NSwicHVyIjoiYmxvYl9pZCJ9fQ==--b137699e45744dc989d06788962ae808017cc74f/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fbGltaXQiOls4MDAsODAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0b325dfb7bfda6227c4e479ca5071edf20e3a11e/1000025266.png,"She's paired with you to be in a school project, but she is your Ex-Girlfriend.","🙎‍♀️ Female, 🎭 Drama"
https://charhub.ai/characters/122997,Scarlett,@Raspel,https://charhub.ai/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MTM2NTUyMCwicHVyIjoiYmxvYl9pZCJ9fQ==--9b0fceb01e85247c3637a2b9e5fd946aa6460fbb/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fbGltaXQiOls4MDAsODAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0b325dfb7bfda6227c4e479ca5071edf20e3a11e/df147580-297c-4511-8745-d9790ecafde1.png,You’re the sweetheart of a ruthless femme fatale and empress of a crime syndicate who only shows her soft side to you.,"🙎‍♀️ Female, 💕 Love, 💡 OC, 🎭 Drama, Mature_female, AnyPOV, Girlfriend, Mafia"
https://charhub.ai/characters/123326,Swedish GF Madly In love,@OeTeijo,https://charhub.ai/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MTM4Nzk1NiwicHVyIjoiYmxvYl9pZCJ9fQ==--ba0bae0226869982db2b1ebadf6be6f4ee8644b3/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemVfdG9fbGltaXQiOls4MDAsODAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--cab7ecb6480343af24d42918767844cf5d97cf28/4bfcfa179c8e07188db0470d2cf8eba5.jpg,She was watching you sleep. She wakes up early everyday for this.,"🙎‍♀️ Female, 💕 Love, Wholesome, Girlfriend, fluff, Bilingual, Clingy, Assertive"
https://charhub.ai/characters/123654,Erika,@Zxyx,https://charhub.ai/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MTQxMTQxNCwicHVyIjoiYmxvYl9pZCJ9fQ==--6891d86e8da207e6b2b71f57053b171aa49a3a89/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fbGltaXQiOls4MDAsODAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0b325dfb7bfda6227c4e479ca5071edf20e3a11e/5e65f137-00bf-40b7-812c-336ecdbb6b1e.png,[2 GREETINGS!] You invited a freshwoman to your senior college party.. {MalePOV},"🙎‍♀️ Female, 💕 Love, 💡 OC, 💥 Action, 📺 Anime, #Bigbreasts, yellow_eyes, Multi_Greeting, Blonde_Hair, Sexy, Scenario, Virgin, Submissive, hot, Party, Plump_ass, Casual, Obedient, Freshwoman, Desginer_bag, Sexy_clothes"
https://charhub.ai/characters/124104,Himari,@WarmBlanket,https://charhub.ai/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MTQ0NjgyOSwicHVyIjoiYmxvYl9pZCJ9fQ==--763e86007df5e19d1c741a3ae7972f08df441152/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGVnIiwicmVzaXplX3RvX2xpbWl0IjpbODAwLDgwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--13d4c0b84cc2c0da37468f80c367a41500f4356d/Himari.jpeg,"Your younger sister, Himari, returns home feeling all nervous and sweaty.","🙎‍♀️ Female, 💕 Love, 💡 OC, Sister, MalePOV, Shy"
https://charhub.ai/characters/124268,Ace,@Luvara,https://charhub.ai/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MTQ2MDA0NCwicHVyIjoiYmxvYl9pZCJ9fQ==--c801bc6732cbc9c42eb98a3b3b608e512e32700d/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemVfdG9fbGltaXQiOls4MDAsODAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--cab7ecb6480343af24d42918767844cf5d97cf28/747c5c9d6727452611d6d7a8abdfcecf.jpg,"he's that bad boy cute guy that all the girls drool over but your the only girly that doesn't like him which draws him to you what will you do about it, give in or get mad?","💕 Love, 👱‍♂️ Male, hot, Bad_boy"
https://charhub.ai/characters/124429,Shiori,@WarmBlanket,https://charhub.ai/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MTQ3MDg3NiwicHVyIjoiYmxvYl9pZCJ9fQ==--b43866a9c9e4c2a87b300e62ddb95d63903f98c7/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fbGltaXQiOls4MDAsODAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0b325dfb7bfda6227c4e479ca5071edf20e3a11e/Shiori5.png,"Your younger sister, Shiori, is hiding a sus book from you.","🙎‍♀️ Female, 💕 Love, 💡 OC, Sister, Petite, MalePOV"
https://charhub.ai/characters/12769,Inugami Korone,@Naufal,https://charhub.ai/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6ODQ4MDAsInB1ciI6ImJsb2JfaWQifX0=--42d9e0e0866826b0f19e1cc8f409b05ac2298072/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fbGltaXQiOls4MDAsODAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0b325dfb7bfda6227c4e479ca5071edf20e3a11e/filters_quality(95)format(webp).jpg,"The dog girl from Hololive! Better watch your yubis or it might get stolen. 

Korone acts more like a dog than humans, which makes sense considering she is a dog girl. She also shares various dog traits, such as: Playful, hyperactive, excitable, and various other usual dog traits. She is playful and likes to get chummy with people. She might even hug or kiss them, please do note that this is all done in a playful and friendly manners, there is nothing weird or something intimate going on (there might be a bit of intimacy, depending on the person).","🙎‍♀️ Female, 📺 Anime, 🕹 Games, 👩‍💻 VTuber"
https://charhub.ai/characters/129788,Mina,@WarmBlanket,https://charhub.ai/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MTc5ODQwNSwicHVyIjoiYmxvYl9pZCJ9fQ==--2951985dfe4c1c7be61f5879fd0bd7c4a51fb4f1/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fbGltaXQiOls4MDAsODAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0b325dfb7bfda6227c4e479ca5071edf20e3a11e/pixai-1879078195468777991-0.png,"Your daughter, Mina, meets you after you have been released from prison.","🙎‍♀️ Female, 💕 Love, 💡 OC, daughter"
https://charhub.ai/characters/131728,Hylda,@Raspel,https://charhub.ai/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MTkwMzYyNywicHVyIjoiYmxvYl9pZCJ9fQ==--3466a69725a0449b4a634c62a48c4ccfdacfd753/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fbGltaXQiOls4MDAsODAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0b325dfb7bfda6227c4e479ca5071edf20e3a11e/2d151bb8-1f49-4232-bef4-d22977173204_PS.png,"Your personal secretary—who hates you just as much as she hates her job. Having no choice but to keep working to make meets end and provide for her daughter, she will perform all of her tasks with complete obedience, while concealing her disdain with a false smile. Can you work things out with your resentful secretary, or will you abuse your position of power over her?","🙎‍♀️ Female, 💕 Love, 💡 OC, 🎭 Drama, Milf, Mature_female, AnyPOV, Blackmail, Secretary, Employee"
https://charhub.ai/characters/131989,Ripley – Your NEET Roommate,@SlowDancer,https://charhub.ai/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MTkyMTEwOSwicHVyIjoiYmxvYl9pZCJ9fQ==--9cbd5141b3648a07c6f5190d56184382ddc4d2ec/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fbGltaXQiOls4MDAsODAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0b325dfb7bfda6227c4e479ca5071edf20e3a11e/main_ripley-your-neet-gremlin-roommate-602e20b0f954_spec_v2.png,"Now you’re fucked. The unwashed NEET bitch from Discord tracked you down IRL. She’s jobless, homeless, braless—and she just claimed your bed, your snacks, and your miserable life.

A remake of my GOAT @Raspel's bot Ripley",
https://charhub.ai/characters/132544,Megumi,@Raspel,https://charhub.ai/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MTk1MjczMywicHVyIjoiYmxvYl9pZCJ9fQ==--a853c484a490ee7cf2229b7470b3526cba984d57/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fbGltaXQiOls4MDAsODAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0b325dfb7bfda6227c4e479ca5071edf20e3a11e/78be62a0-eafb-4bd9-8912-a1067c6c84c0.png,"Your former childhood friend, now turned into your bitter enemy. Once inseparable besties, the two of you gradually grew apart until one day, a fight broke out that made you two detest each other. Now you live opposite lifestyles, with Megumi leading a notorious gang of delinquents, while you've become the prestigious student council president, naturally resulting in frequent confrontations where the two of you are at each other’s throats. Can you make up with each other? Or will you stay bitter enemies? — [3 Greetings available - 1. Heated Confrontation - 2. Secret Meeting - 3. Emotional Breakdown]","🙎‍♀️ Female, 💕 Love, 💡 OC, 💥 Action, 🎭 Drama, 💡 Debate, AnyPOV, Highschoolstudent, Bully, Multi_Greeting, Delinquent, Tsundere, Bestfriend, childhoodfriend"
https://charhub.ai/characters/136656,Yoko,@Raspel,https://charhub.ai/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MjE2NjQ5OSwicHVyIjoiYmxvYl9pZCJ9fQ==--631448c61d65b3de05f3dcf2047b3502955251e5/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fbGltaXQiOls4MDAsODAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0b325dfb7bfda6227c4e479ca5071edf20e3a11e/140a5dd9-b91e-46c6-81e5-4450a5413e1d.png,"Yoko, ""the demon princess"", is a cringy and socially awkward chuunibyou who's bullied for always acting in her persona. Formerly a meek and plain girl, she took on her persona, inspired by a manga she read, because it made her feel more confident and assertive. Currently, she has no one to call her friend because nobody wants to associate with a weirdo like her, and even though she tries to act like a lone wolf, deep down she's hurting and very lonely. In truth, she just wants a friend who she can act all dorky with. [4 Greetings: 1. Rescued from the supply closet - 2. Friends with a fellow dork - 3. Love confession on the roof - 4. Chuunibyou wife]","🙎‍♀️ Female, 💕 Love, 💡 OC, 🎭 Drama, Petite, AnyPOV, Friend, Highschoolstudent, Multi_Greeting, Cute, Nerd, Introvert, Virgin, Wholesome, Sad, Chuunibyou"
https://charhub.ai/characters/137239,Selena,@Raspel,https://charhub.ai/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MjE5NDQ4MSwicHVyIjoiYmxvYl9pZCJ9fQ==--80c99c5a217000ea02a0c037f5535e7abbf6fbbb/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fbGltaXQiOls4MDAsODAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0b325dfb7bfda6227c4e479ca5071edf20e3a11e/6ecfe5ea-bf5d-4cf8-8e52-57ba4d64d602.png,"A beautiful high elf maid who harbors a secret crush on you. - Formerly a powerful adventurer, she became indebted to you after you saved her life. Now, she serves you with body and soul and will do anything you request of her, all while trying to win over your affection.","🙎‍♀️ Female, 💕 Love, 💡 OC, 🐉 Fantasy, Roleplay, Elf, AnyPOV, Maid, Virgin, Wholesome, Submissive"
https://charhub.ai/characters/138778,Mikan,@HiroshiOokami,https://charhub.ai/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MjI0NzIxNiwicHVyIjoiYmxvYl9pZCJ9fQ==--ed802ff78ed6920ac5bfa3e267e99a71e185fd16/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fbGltaXQiOls4MDAsODAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0b325dfb7bfda6227c4e479ca5071edf20e3a11e/00060-553822503.png,Mikan is your older sister. Despite her loli appearance she is 20 years old and LOVES to drink alcohol. She is always getting plastered in her apartment. You her younger brother from Japan are visiting her in South Korea for a little while. Have fun and be nice to her.,"🙎‍♀️ Female, 💡 OC, Sister, Petite, Multi_Greeting, Drunk, MalePOV, loli, older_Sister"
